Country,1835.0,1836.0,1837.0,1838.0,1839.0,1840.0,1841.0,1842.0,1843.0,1844.0,1845.0,1846.0,1847.0,1848.0,1849.0,1850.0,1851.0,1852.0,1853.0,1854.0,1855.0,1856.0,1857.0,1858.0,1859.0,1860.0,1861.0,1862.0,1863.0,1864.0,1865.0,1866.0,1867.0,1868.0,1869.0,1870.0,1871.0,1872.0,1873.0,1874.0,1875.0,1876.0,1877.0,1878.0,1879.0,1880.0,1881.0,1882.0,1883.0,1884.0,1885.0,1886.0,1887.0,1888.0,1889.0,1890.0,1891.0,1892.0,1893.0,1894.0,1895.0,1896.0,1897.0,1898.0,1899.0,1900.0,1901.0,1902.0,1903.0,1904.0,1905.0,1906.0,1907.0,1908.0,1909.0,1910.0,1911.0,1912.0,1913.0,1914.0,1915.0,1916.0,1917.0,1918.0,1919.0,1920.0,1921.0,1922.0,1923.0,1924.0,1925.0,1926.0,1927.0,1928.0,1929.0,1930.0,1931.0,1932.0,1933.0,1934.0,1935.0,1936.0,1937.0,1938.0,1939.0,1940.0,1941.0,1942.0,1943.0,1944.0,1945.0,1946.0,1947.0,1948.0,1949.0,1950.0,1951.0,1952.0,1953.0,1954.0,1955.0,1956.0,1957.0,1958.0,1959.0,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,787","1,787","1,787","1,787","1,787",0,0,0,0,0,0,0,0,0,0,0,"1,569","1,660","1,669","1,740","1,688","1,525","1,287",994,"1,190","1,280","1,530","1,360","1,330","1,330",640,680,840,510,420,500,630,"1,200",300,300,800,600,500,800,200,200,200,200,100,800,700,700,70,35,34,43,70,39,30,140,89,19,38,25,18,29,54,32,46,42,35,36,24,31,36,41,400,98,90,170,162,143,43,84,70,154,259,300,244,423,306,383,478,215,522,975,"1,690","1,815","3,187","3,004","1,930","2,023","4,400","4,207","3,878","3,542","3,449","4,005","4,451","6,240",0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,879","1,879","1,879","1,879","1,879",0,0,0,0,0,0,0,0,0,0,0,"3,040","2,785","2,115","2,565","2,973","2,055","1,636","1,691","1,520","1,700","1,830","1,640","1,920",220,90,0,0,0,0,0,0,0,60,120,180,240,300,400,700,200,100,100,200,200,200,400,510,260,590,650,350,387,467,496,529,"1,297","1,508","3,292","17,121","37,641","12,305","18,018","23,490","20,870","27,549","32,328","32,660","37,124","46,699","48,903","45,293","33,656","52,295","76,227 ","82,852 ","86,025 ","75,223 ","68,370 ","65,048 ","89,707 ","107,669 ","107,351 ","145,185 ","321,392 ","188,635 ","165,746 ","169,144 ","167,938 ","161,182 ","166,543 ","158,034 ","166,243 ","166,664 ","171,760 ","180,740 ","193,853 ","208,345 ","257,126 ","263,244 ","270,425 ","280,071 ","268,639 ","283,884","266,798","280,000",0,0,0,0,0,0,0,0,0,0,0
Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,98,98,0,0,0,0,0,0,0,0,0,0,0,170,169,39,24,172,150,124,168,20,20,20,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,22,14,12,21,39,32,47,34,32,26,79,260,488,173,87,80,76,222,167,195,201,"1,373","1,308","1,917","1,247","2,108","3,231","3,927","5,668","5,853","9,390","2,559","5,766","8,053","8,862","11,510","13,980","15,898","18,984","22,194","31,810","28,795","23,009","24,569","26,004","28,083","32,547","33,252","36,805","37,384","36,185","39,747",0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,572,602,468,586,410,283,205,210,330,370,330,440,410,350,410,370,0,0,0,0,0,0,300,300,400,200,600,600,600,600,600,600,600,700,700,700,414,435,446,415,393,323,358,364,329,313,349,503,543,404,407,481,591,674,608,858,580,791,875,"1,530","1,089","1,058","1,153",701,887,"1,058",751,768,820,"1,253",966,966,"1,663","2,782","2,386","2,513","3,001","5,343","11,051","6,384","5,720","6,772","8,123","6,875","8,528","6,041","5,703","6,161","8,099","10,380","12,224","13,035","13,000",0,0,0,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,274","1,274","1,274","1,274","1,274",0,0,0,0,0,0,0,0,0,0,0,442,462,601,490,488,365,400,299,280,280,280,260,290,240,260,180,110,0,0,0,100,600,300,100,100,100,100,100,100,100,100,200,200,100,200,100,0,140,107,97,165,137,189,182,215,119,199,147,140,175,258,331,410,465,629,559,605,782,925,259,445,540,"1,250","1,216","1,199",786,851,"1,242","1,307","1,406","1,673","2,265","2,352","2,937","3,461","5,461","6,264","5,433","5,360","6,109","6,467","7,005","7,487","9,927","9,739","11,616","11,536","10,779","9,872","14,641","17,155","20,444","17,898","15,414",0,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,380,418,389,599,833,562,762,"1,030","1,053","1,159",978,"1,287","1,476","1,387","1,614","1,942","1,904","1,961","2,079","2,164","2,274","2,471","2,660","2,119","2,125","2,437","2,819","3,180","2,930","3,675","3,954","4,399","5,418","5,954","6,494","8,152","6,846","9,167","9,713","10,321","11,336","12,287","15,177","16,430","19,561","23,507","24,140","20,508","23,534","26,824","27,924","29,422","32,888","30,805","29,958","32,142","32,000",0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0,0,212,224,270,278,672,579,381,401,320,390,420,490,450,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,10,13,63,6,73,109,8,21,0,157,144,129,177,70,159,267,119,144,211,"1,824","1,918","1,973","2,029","2,518","2,169","3,405","3,628","5,323","24,561","15,613","9,191","6,665","6,873","7,178","9,072","12,178","16,571","16,968","21,743","16,407","11,338","16,000","17,902","16,820","16,643","17,024","18,547","19,000","19,000","19,000",0,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,300,100,113,83,120,81,96,128,135,165,158,145,67,97,134,152,134,224,287,288,347,305,478,488,648,663,939,716,895,"1,267","1,489","1,445","1,248","1,627","2,043","2,159","4,187","8,852","5,799","2,407","5,938","6,674","5,903","5,700","5,503","6,325","7,269","7,344","10,632","9,327","7,832","9,773","11,985","14,906","15,493","14,242","13,260","12,623","13,000","13,642",0,0,0,0,0,0,0,0,0,0,0,0
Other Asia Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,081","6,081","6,081","6,081","6,081",0,0,0,0,0,0,0,0,0,0,0,"12,302","15,685","13,076","17,216","16,397","13,410","11,921","10,917","9,490","10,350","10,300","12,230","13,160","13,250","16,810","13,500","15,830","7,660","3,220","2,340","1,960","5,100","13,900","15,800","13,500","19,600","22,500","26,900","25,000","18,600","10,350","7,200","9,600","8,700","6,500","7,400","7,789","7,921","8,373","8,869","9,615","12,161","12,205","13,235","11,276","11,323","13,613","12,460","12,732","12,762","11,495","11,815","12,164","12,574","13,099","12,004","11,919","12,913","12,613","12,111","10,680","11,505","12,001","12,132","12,732","12,647","12,463","13,577","16,349","16,677","17,900","20,950","25,478","18,622","20,656","25,336","27,223","30,917","34,106","37,891","43,663","47,470","60,996","61,086","55,536","59,834","66,799","68,125","73,466","57,276","42,904","28,334","35,000","35,000",0,0,0,0,0,0,0,0,0,0,0,0
Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"568,538","472,158","484,430","533,173","537,341","566,412","612,113","570,741","652,632","644,513","611,873","698,510","747,309","868,741","704,454","852,841","715,308","772,431","893,460","1,051,982","1,336,301","1,380,899","1,410,244","1,554,657","1,416,804","1,514,105","1,720,558","1,891,257","1,844,582","1,769,389","1,746,242","1,860,133","1,599,019","1,281,008","1,161,796","1,378,347","1,534,842","1,536,304","1,605,596","1,606,641","1,265,138","1,080,397","1,180,442","1,381,097","1,307,474","1,319,463","1,246,380","1,377,425","1,470,283","1,430,959","1,721,746","1,703,324","1,805,577","1,538,194","1,274,347","1,443,535","1,279,336","1,545,434","1,071,619","1,412,620","1,189,960","1,191,612","1,225,013","1,377,077","1,734,187","1,558,485","1,725,097","1,732,234","1,842,010","1,861,020","1,866,977","2,073,274","1,817,883","2,193,428","1,719,328","1,708,834","1,722,188","1,774,728","2,184,141","2,055,383","1,489,916","1,599,291","965,740","524,089","388,706","385,326","1,369,489","1,045,205","1,390,006","1,424,195","1,739,476","1,684,916","1,886,815","1,973,377","2,415,321","2,778,391","2,604,247","2,942,581","3,082,047","2,644,924","3,024,707","2,801,060","2,954,018","2,393,269","2,589,104","2,417,207","2,737,063","2,304,138","2,404,831","3,110,968","3,632,841","3,275,957","3,937,470","4,247,705","3,758,539","4,263,565","4,009,561","4,082,441","4,105,248","4,562,008","4,561,364","4,972,564","4,873,427","4,638,443","4,898,720","5,143,024","4,218,423","4,160,982","4,266,402","4,538,248","4,138,944","4,161,652","4,405,668","4,406,237","5,052,651","4,988,541","5,003,272","5,416,065","5,959,763","5,779,058","5,479,790","6,031,285","6,297,658","6,840,638","7,348,097","7,733,516","7,824,164","8,255,779","8,293,363","8,328,451","9,117,229","10,032,115","10,152,119","10,039,933","10,790,212","10,613,771","10,502,029","11,060,000","9,808,989","10,580,000",0,0,0,0,0,0,0,0,0,0,0
Unnamed: 55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coeff. of variation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed: 57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,994","4,360","3,965","3,881","4,666","5,285","5,032","7,075","7,799","7,833","9,491","9,974","10,282","11,040","12,447","11,677","12,427","10,192","14,791","15,310","17,436","10,805","17,240","17,930","20,008","21,135","23,151","26,360","25,930","27,919","28,135","26,853","26,910","29,501","31,956","36,623","41,976","43,299","48,031","46,757","62,336","60,969","68,512","72,847","76,061","73,182","72,633","74,481","77,223","78,566","81,422","84,074","82,582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
